ubigeo,departamento,provincia,distrito,organizacion_politica,cargo,nombres,apellido_paterno,apellido_materno,sexo,total_votos
200709,PUNO,MELGAR,UMACHIRI,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,JESUS DUBERLY,BETANCUR,CHOQUE,M,47.0
200709,PUNO,MELGAR,UMACHIRI,PARTIDO RENACIMIENTO ANDINO,ALCALDE DISTRITAL,SERAFIN,CHALLCO,NINA,M,29.0
200709,PUNO,MELGAR,UMACHIRI,PERU POSIBLE,ALCALDE DISTRITAL,ALBERTO,CCOA,NINA,M,13.0
200709,PUNO,MELGAR,UMACHIRI,FUERZA NACIONAL,ALCALDE DISTRITAL,FELIX,MAYHUA,CORIMANYA,M,10.0
200803,PUNO,SANDIA,CUYOCUYO,UNION POR EL PERU,ALCALDE DISTRITAL,ZACARIAS,SANTAMARIA,PAYE,M,807.0
200803,PUNO,SANDIA,CUYOCUYO,PERU POSIBLE,ALCALDE DISTRITAL,CEBERO VICTOR,YANAPA,HUAQUISTO,M,551.0
200803,PUNO,SANDIA,CUYOCUYO,RESTAURACION NACIONAL,ALCALDE DISTRITAL,MARIO,CHECCASACA,TIPO,M,530.0
200803,PUNO,SANDIA,CUYOCUYO,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,FLAVIO,CALSINA,CHOQUE,M,373.0
200803,PUNO,SANDIA,CUYOCUYO,ACCION POPULAR,ALCALDE DISTRITAL,CARLOS GILBERTO,LOPEZ,ANDRADE,M,287.0
200803,PUNO,SANDIA,CUYOCUYO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,BONIFACIO VICTOR,QUISPE,VARGAS,M,218.0
200804,PUNO,SANDIA,LIMBANI,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,PERCY FERMIN,SONCCO,QUISPE,M,394.0
200804,PUNO,SANDIA,LIMBANI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JUAN CAPISTRAN,ZUÑIGA,CRUZ,M,313.0
200804,PUNO,SANDIA,LIMBANI,RESTAURACION NACIONAL,ALCALDE DISTRITAL,WILVER,CUNO,AQUINO,M,284.0
200804,PUNO,SANDIA,LIMBANI,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,CIRILO,LARICO,PACORI,M,198.0
200804,PUNO,SANDIA,LIMBANI,UNION POR EL PERU,ALCALDE DISTRITAL,PORFIRIO,ACRA,LARICO,M,67.0
200804,PUNO,SANDIA,LIMBANI,ACCION POPULAR,ALCALDE DISTRITAL,ENRIQUE FLORENCIO,RODRIGUEZ,YUCRA,M,52.0
200804,PUNO,SANDIA,LIMBANI,MOVIMIENTO POR LA AUTONOMIA REGIONAL QUECHUA-AYMARA,ALCALDE DISTRITAL,SIMON HILARIO,YAPO,MACHACA,M,34.0
200804,PUNO,SANDIA,LIMBANI,PERU POSIBLE,ALCALDE DISTRITAL,JUAN RENE,ZAPATA,PACHECO,M,25.0
200805,PUNO,SANDIA,PHARA,ACCION POPULAR,ALCALDE DISTRITAL,ALFREDO,PAREDES,MEZA,M,332.0
200805,PUNO,SANDIA,PHARA,MOVIMIENTO POR LA AUTONOMIA REGIONAL QUECHUA-AYMARA,ALCALDE DISTRITAL,DOMINGO FELIPE,ONTIVEROS,CALVO,M,304.0
200805,PUNO,SANDIA,PHARA,RESTAURACION NACIONAL,ALCALDE DISTRITAL,GUILLERMO,BENITO,APAZA,M,260.0
200805,PUNO,SANDIA,PHARA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,ALCALDE DISTRITAL,FLORENTINO,ARHUIRE,CHAHUARA,M,247.0
200805,PUNO,SANDIA,PHARA,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,VALERIANO,QUISPETUPA,HUARACHA,M,223.0
200805,PUNO,SANDIA,PHARA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LEON VITAL,GARRIDO,CACERES,M,143.0
200805,PUNO,SANDIA,PHARA,MOVIMIENTO POLITICO CONSTRUYENDO POR LA REGION SUR,ALCALDE DISTRITAL,EDGAR,CHAMBI,ZEBALLOS,M,93.0
200805,PUNO,SANDIA,PHARA,PERU POSIBLE,ALCALDE DISTRITAL,LUIS JUSTO,ALVAREZ,PILCO,M,53.0
200806,PUNO,SANDIA,PATAMBUCO,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,ANGEL SILVESTRE,OCHOA,COLQUE,M,388.0
200806,PUNO,SANDIA,PATAMBUCO,MORAL Y DESARROLLO,ALCALDE DISTRITAL,AURELIO CIPRIANO,TICONA,GOMEL,M,364.0
200806,PUNO,SANDIA,PATAMBUCO,RESTAURACION NACIONAL,ALCALDE DISTRITAL,JESUS,CCALLO,RAMOS,M,353.0
200806,PUNO,SANDIA,PATAMBUCO,PERU POSIBLE,ALCALDE DISTRITAL,ROLANDO ONOFRE,JUAREZ,APAZA,M,332.0
200806,PUNO,SANDIA,PATAMBUCO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JULIO DANTE,PAREDES,CABRERA,M,65.0
200806,PUNO,SANDIA,PATAMBUCO,UNIDOS POR EL DESARROLLO,ALCALDE DISTRITAL,GUILLERMO,LAURA,GARATE,M,63.0
200807,PUNO,SANDIA,QUIACA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,CONCEPCION,MAMANI,CONDORI,M,171.0
200807,PUNO,SANDIA,QUIACA,PERU POSIBLE,ALCALDE DISTRITAL,NATALIO,LIZARRAGA,MADRIAGA,M,140.0
200807,PUNO,SANDIA,QUIACA,UNIDOS POR EL DESARROLLO,ALCALDE DISTRITAL,WALDIR,GOMEZ,VILLALBA,M,136.0
200807,PUNO,SANDIA,QUIACA,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,SILVIA ALARCON,DE,ZUÑIGA,F,64.0
200807,PUNO,SANDIA,QUIACA,CON FUERZA PERU,ALCALDE DISTRITAL,FRANCISCO,LIZARRAGA,TICONA,M,56.0
200808,PUNO,SANDIA,SAN JUAN DEL ORO,ACCION POPULAR,ALCALDE DISTRITAL,CESAR,ZEGARRA,LIPA,M,704.0
200808,PUNO,SANDIA,SAN JUAN DEL ORO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,EDUARDO IVAN,PILCO,HUANCA,M,589.0
200808,PUNO,SANDIA,SAN JUAN DEL ORO,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,GREGORIO,LUQUE,APAZA,M,299.0
200808,PUNO,SANDIA,SAN JUAN DEL ORO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LUCIO,CERPA,JUAREZ,M,186.0
200808,PUNO,SANDIA,SAN JUAN DEL ORO,RESTAURACION NACIONAL,ALCALDE DISTRITAL,MAURO,SOTO,CUBAS,M,164.0
200808,PUNO,SANDIA,SAN JUAN DEL ORO,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,MARIO,RIVERA,PARQUE,M,139.0
200808,PUNO,SANDIA,SAN JUAN DEL ORO,UNION POR EL PERU,ALCALDE DISTRITAL,PABLO,HUAYHUA,TOQUE,M,115.0
200808,PUNO,SANDIA,SAN JUAN DEL ORO,MOVIMIENTO ANDINO SOCIALISTA,ALCALDE DISTRITAL,GERMAN,SUCATICONA,SUCATICONA,M,108.0
200808,PUNO,SANDIA,SAN JUAN DEL ORO,PERU POSIBLE,ALCALDE DISTRITAL,MARCELINO,SUCATICONA,VELAZCO,M,70.0
200808,PUNO,SANDIA,SAN JUAN DEL ORO,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,ULISES,MELENDEZ,CAJCHAYA,M,50.0
200808,PUNO,SANDIA,SAN JUAN DEL ORO,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,BENNY,CONDORI,GUTIERREZ,M,43.0
200808,PUNO,SANDIA,SAN JUAN DEL ORO,UNIDOS POR EL DESARROLLO,ALCALDE DISTRITAL,JUAN LUIS,MAMANI,SACACA,M,19.0
200810,PUNO,SANDIA,YANAHUAYA,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,IVAN RUFINO,CALDERON,BERNAL,M,284.0
200810,PUNO,SANDIA,YANAHUAYA,RESTAURACION NACIONAL,ALCALDE DISTRITAL,SIMON,CONTRERAS,SURCO,M,257.0
200810,PUNO,SANDIA,YANAHUAYA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,MAURO,LAURA,SULLCA,M,191.0
200810,PUNO,SANDIA,YANAHUAYA,MOVIMIENTO POR LA AUTONOMIA REGIONAL QUECHUA-AYMARA,ALCALDE DISTRITAL,FILOMENO,QUISPE,CANAHUIRE,M,86.0
200810,PUNO,SANDIA,YANAHUAYA,TRABAJEMOS POR EL PUEBLO DE YANAHUAYA,ALCALDE DISTRITAL,JUSTO PASTOR,LIPA,CHALLCO,M,69.0
200810,PUNO,SANDIA,YANAHUAYA,ACCION POPULAR,ALCALDE DISTRITAL,VICTOR JUANITO,VARGAS,MORENO,M,59.0
200810,PUNO,SANDIA,YANAHUAYA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,CONCEPCION,CHEJJE,MAMANI,M,47.0
200810,PUNO,SANDIA,YANAHUAYA,PERU POSIBLE,ALCALDE DISTRITAL,VERCILIO,CHAMBI,MAMANI,M,17.0
200811,PUNO,SANDIA,ALTO INAMBARI,PERU POSIBLE,ALCALDE DISTRITAL,JUAN,LIPA,CALLA,M,598.0
200811,PUNO,SANDIA,ALTO INAMBARI,RESTAURACION NACIONAL,ALCALDE DISTRITAL,ISAIAS,LEQUE,QUISPE,M,575.0
200811,PUNO,SANDIA,ALTO INAMBARI,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,JOSE LUIS,TOLEDO,CCORI,M,254.0
200811,PUNO,SANDIA,ALTO INAMBARI,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,TEODORO,PINO,ZUARES,M,141.0
200811,PUNO,SANDIA,ALTO INAMBARI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ADOLFO,CAHUA,COLQUE,M,100.0
200811,PUNO,SANDIA,ALTO INAMBARI,ACCION POPULAR,ALCALDE DISTRITAL,VICTOR ROSENDO,AGUIRRE,VIEYRA,M,81.0
200811,PUNO,SANDIA,ALTO INAMBARI,MOVIMIENTO POR LA AUTONOMIA REGIONAL QUECHUA-AYMARA,ALCALDE DISTRITAL,PABLO RUBEN,GIRONDA,LIPA,M,54.0
200812,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,ACCION POPULAR,ALCALDE DISTRITAL,ERNESTO,YUJRA,ENRIQUEZ,M,461.0
200812,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,JUAN BAUTISTA,MACHACA,QUISPE,M,419.0
200812,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,PERU POSIBLE,ALCALDE DISTRITAL,NESTOR,QUISPE,POMA,M,370.0
200812,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,SAMUEL,HANCCO,LARICO,M,364.0
200812,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,FELIX,CONDORI,PARISACA,M,356.0
200812,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,MOVIMIENTO ANDINO SOCIALISTA,ALCALDE DISTRITAL,FEDERICO,ENRIQUEZ,CONDORI,M,354.0
200812,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,ALBERTO,LIMACHE,CAÑAZACA,M,193.0
200812,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,RESTAURACION NACIONAL,ALCALDE DISTRITAL,AURELIO,MAMANI,QUISPE,M,148.0
200812,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,MOVIMIENTO POR LA AUTONOMIA REGIONAL QUECHUA-AYMARA,ALCALDE DISTRITAL,CLAUDIO,MAMANI,QUISPE,M,30.0
200812,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,UNIDOS POR EL DESARROLLO,ALCALDE DISTRITAL,FLORENTINO,SANCHEZ,CARRION,M,25.0
200902,PUNO,SAN ROMAN,CABANA,CON FUERZA PERU,ALCALDE DISTRITAL,CESARIO,VILCA,QUISPE,M,393.0
200902,PUNO,SAN ROMAN,CABANA,ACCION POPULAR,ALCALDE DISTRITAL,FREDY CLAREL,DUEÑAS,RAMIREZ,M,381.0
200902,PUNO,SAN ROMAN,CABANA,MOVIMIENTO POLITICO CONSTRUYENDO POR LA REGION SUR,ALCALDE DISTRITAL,LUIS,VELARDE,COLCA,M,278.0
200902,PUNO,SAN ROMAN,CABANA,MOVIMIENTO REGIONAL DE INTEGRACION ANDINA,ALCALDE DISTRITAL,MIGUEL,COSI,APAZA,M,186.0
200902,PUNO,SAN ROMAN,CABANA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,EDGAR,VILCA,NEIRA,M,179.0
200902,PUNO,SAN ROMAN,CABANA,RESTAURACION NACIONAL,ALCALDE DISTRITAL,CIPRIANO,TICONA,FLORES,M,153.0
200902,PUNO,SAN ROMAN,CABANA,FUERZA DEMOCRATICA,ALCALDE DISTRITAL,JOSE CIRO,ANDIA,CASTELO,M,145.0
200902,PUNO,SAN ROMAN,CABANA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,ALCALDE DISTRITAL,CRUZ,ZAPANA,RUIZ,F,129.0
200902,PUNO,SAN ROMAN,CABANA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,ALCALDE DISTRITAL,JULIO,PARI,TICONA,M,
200902,PUNO,SAN ROMAN,CABANA,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,ROGER,COAQUIRA,YLAITA,M,23.0
200903,PUNO,SAN ROMAN,CABANILLAS,UNION POR EL PERU,ALCALDE DISTRITAL,JESUS,QUISPE,MAMANI,M,445.0
200903,PUNO,SAN ROMAN,CABANILLAS,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,MARIA ANTONIETA BEJAR,DE,TAPIA,F,276.0
200903,PUNO,SAN ROMAN,CABANILLAS,SIEMPRE UNIDOS,ALCALDE DISTRITAL,ALIPIO ARNULFO,CALLA,GOMEZ,M,271.0
200903,PUNO,SAN ROMAN,CABANILLAS,MORAL Y DESARROLLO,ALCALDE DISTRITAL,NICOMEDES,MARIN,CENTENO,M,268.0
200903,PUNO,SAN ROMAN,CABANILLAS,RESTAURACION NACIONAL,ALCALDE DISTRITAL,JOSE LUIS,HERRERA,CONDORI,M,236.0
200903,PUNO,SAN ROMAN,CABANILLAS,MOVIMIENTO ANDINO SOCIALISTA,ALCALDE DISTRITAL,EFRAIN,CASTILLO,CASTILLO,M,210.0
200903,PUNO,SAN ROMAN,CABANILLAS,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ALBERTO RENE,CANAZA,BEDOYA,M,140.0
200903,PUNO,SAN ROMAN,CABANILLAS,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,JULIAN ANTONIO,YANARICO,ZUÑIGA,M,130.0
200903,PUNO,SAN ROMAN,CABANILLAS,MOVIMIENTO REGIONAL DE INTEGRACION ANDINA,ALCALDE DISTRITAL,JULIAN,MIRANDA,MAMANI,M,43.0
200903,PUNO,SAN ROMAN,CABANILLAS,FUERZA NACIONAL,ALCALDE DISTRITAL,JULIAN ANTONIO,CHURA,TOROCAHUA,M,41.0
200904,PUNO,SAN ROMAN,CARACOTO,MOVIMIENTO REGIONAL DE INTEGRACION ANDINA,ALCALDE DISTRITAL,FREDY HECTOR,SILVA,MAMANI,M,592.0
200904,PUNO,SAN ROMAN,CARACOTO,MOVIMIENTO POLITICO CONSTRUYENDO POR LA REGION SUR,ALCALDE DISTRITAL,HIPOLITO,LUPE,QUISPE,M,370.0
200904,PUNO,SAN ROMAN,CARACOTO,MORAL Y DESARROLLO,ALCALDE DISTRITAL,ROGER,HUACANI,PAYE,M,350.0
200904,PUNO,SAN ROMAN,CARACOTO,ALIANZA ELECTORAL UNIDAD NACIONAL,ALCALDE DISTRITAL,SIMON FRANCISCO,FERNANDEZ,MAMANI,M,341.0
200904,PUNO,SAN ROMAN,CARACOTO,PARTIDO RENACIMIENTO ANDINO,ALCALDE DISTRITAL,ISAAC,YANQUI,SUCASACA,M,307.0
200904,PUNO,SAN ROMAN,CARACOTO,FUERZA NACIONAL,ALCALDE DISTRITAL,TELESFORO,SUCASACA,COILA,M,219.0
200904,PUNO,SAN ROMAN,CARACOTO,MOVIMIENTO ANDINO SOCIALISTA,ALCALDE DISTRITAL,FRANCISCO,CRUZ,YANQUI,M,212.0
200904,PUNO,SAN ROMAN,CARACOTO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,REMIGIO BERNARDO,QUISPE,PEÑALOZA,M,136.0
200904,PUNO,SAN ROMAN,CARACOTO,SIEMPRE UNIDOS,ALCALDE DISTRITAL,MARIANO CRISTOBAL,CURO,MAMANI,M,112.0
200904,PUNO,SAN ROMAN,CARACOTO,UNIDOS POR EL DESARROLLO,ALCALDE DISTRITAL,ORESTES SILOS,FLORES,COILA,M,107.0
200904,PUNO,SAN ROMAN,CARACOTO,RESTAURACION NACIONAL,ALCALDE DISTRITAL,AMADEO,MACHACA,CHIPANA,M,98.0
200904,PUNO,SAN ROMAN,CARACOTO,UNION POR EL PERU,ALCALDE DISTRITAL,POMPEYO EDEMIR,CALLA,JOVE,M,93.0
200904,PUNO,SAN ROMAN,CARACOTO,ACCION POPULAR,ALCALDE DISTRITAL,JAIME ALEJANDRO,FARFAN,LOAYZA,M,44.0
200904,PUNO,SAN ROMAN,CARACOTO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,SERGIO,RAMOS,TORRES,M,42.0
201002,PUNO,YUNGUYO,UNICACHI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,ELMER LADISLAO,YAPUCHURA,UCHASARA,M,292.0
201002,PUNO,YUNGUYO,UNICACHI,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,JOSE,COARITA,YAPUCHURA,M,273.0
201002,PUNO,YUNGUYO,UNICACHI,CENTRO DE INTEGRACION FRONTERA SUR YUNGUYO WIÑAYMARCA,ALCALDE DISTRITAL,CASIMIRO,YAPUCHURA,UCHASARA,M,88.0
201002,PUNO,YUNGUYO,UNICACHI,MORAL Y DESARROLLO,ALCALDE DISTRITAL,ALEJANDRO,COARITA,YAPUCHURA,M,66.0
201002,PUNO,YUNGUYO,UNICACHI,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,FELIPE,UCHARICO,CARRILLO,M,53.0
201003,PUNO,YUNGUYO,ANAPIA,CENTRO DE INTEGRACION FRONTERA SUR YUNGUYO WIÑAYMARCA,ALCALDE DISTRITAL,JOSE FABIAN,FLORES,VELASCO,M,228.0
201003,PUNO,YUNGUYO,ANAPIA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,FRANCISCO FROILAN,LIMACHI,ESCOBAR,M,128.0
201003,PUNO,YUNGUYO,ANAPIA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,LEONCIO,ESCOBAR,VELAZCO,M,35.0
201003,PUNO,YUNGUYO,ANAPIA,MORAL Y DESARROLLO,ALCALDE DISTRITAL,FELIX PASCUAL,MAMANI,SEGALES,M,21.0
201004,PUNO,YUNGUYO,COPANI,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,JUAN,NINA,QUISPE,M,576.0
201004,PUNO,YUNGUYO,COPANI,MORAL Y DESARROLLO,ALCALDE DISTRITAL,SERAFIN,VILCA,BERNABE,M,543.0
201004,PUNO,YUNGUYO,COPANI,CENTRO DE INTEGRACION FRONTERA SUR YUNGUYO WIÑAYMARCA,ALCALDE DISTRITAL,MATEO,MOLLO,MAMANI,M,530.0
201004,PUNO,YUNGUYO,COPANI,UNION POR EL PERU,ALCALDE DISTRITAL,FACUNDINO,TICONA,BONIFACIO,M,343.0
201004,PUNO,YUNGUYO,COPANI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,DOMICIANO,BONIFACIO,TORRES,M,256.0
201004,PUNO,YUNGUYO,COPANI,MOVIMIENTO ANDINO SOCIALISTA,ALCALDE DISTRITAL,EDGAR,CENTENO,NINA,M,252.0
201004,PUNO,YUNGUYO,COPANI,AGRUPACION INDEPENDIENTE SI CUMPLE,ALCALDE DISTRITAL,GREGORIO,TUCO,COLQUE,M,194.0
201005,PUNO,YUNGUYO,CUTURAPI,CENTRO DE INTEGRACION FRONTERA SUR YUNGUYO WIÑAYMARCA,ALCALDE DISTRITAL,HUMBERTO,MAMANI,HUANCHI,M,338.0
201005,PUNO,YUNGUYO,CUTURAPI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,YONY OSCAR,HUANCHI,ROSAS,M,279.0
201005,PUNO,YUNGUYO,CUTURAPI,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,ADRIAN,CALISAYA,CONDORI,M,45.0
201005,PUNO,YUNGUYO,CUTURAPI,UNION POR EL PERU,ALCALDE DISTRITAL,SERGIO,CALIZAYA,MAMANI,M,6.0
201006,PUNO,YUNGUYO,OLLARAYA,CENTRO DE INTEGRACION FRONTERA SUR YUNGUYO WIÑAYMARCA,ALCALDE DISTRITAL,GREGORIO,OSCCO,CHIPANA,M,481.0
201006,PUNO,YUNGUYO,OLLARAYA,MORAL Y DESARROLLO,ALCALDE DISTRITAL,PASTOR,ALVAREZ,NINA,M,414.0
201006,PUNO,YUNGUYO,OLLARAYA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,ALEJANDRO,MAMANI,MAMANI,M,172.0
201006,PUNO,YUNGUYO,OLLARAYA,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,URBANO,CAHUAYA,QUISPE,M,114.0
201007,PUNO,YUNGUYO,TINICACHI,MOVIMIENTO ANDINO SOCIALISTA,ALCALDE DISTRITAL,ALEXANDER BRYAN,UCHASARA,MAMANI,M,98.0
201007,PUNO,YUNGUYO,TINICACHI,UNION POR EL PERU,ALCALDE DISTRITAL,MODESTO,PAREDES,VARGAS,M,82.0
201007,PUNO,YUNGUYO,TINICACHI,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,JORGE LUIS,MAMANI,LLANQUECHOQUE,M,75.0
201007,PUNO,YUNGUYO,TINICACHI,MORAL Y DESARROLLO,ALCALDE DISTRITAL,JUAN,SAYRI,MAMANI,M,50.0
201007,PUNO,YUNGUYO,TINICACHI,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,FERMIN,SAIRE,PLATERO,M,44.0
201007,PUNO,YUNGUYO,TINICACHI,CENTRO DE INTEGRACION FRONTERA SUR YUNGUYO WIÑAYMARCA,ALCALDE DISTRITAL,GREGORIO,QUISPE,UCHASARA,M,40.0
201007,PUNO,YUNGUYO,TINICACHI,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,PASCUAL,FLORES,HUARACHI,M,20.0
201102,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,JUAN PABLO,SALAS,CHIPANA,M,354.0
201102,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,MOVIMIENTO POR LA AUTONOMIA REGIONAL QUECHUA-AYMARA,ALCALDE DISTRITAL,CECILIO,MALDONADO,CAÑAPATAÑA,M,278.0
201102,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,FRANCISCO DE BELTRAN,TICONA,CARCASI,M,90.0
201102,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,UNION POR EL PERU,ALCALDE DISTRITAL,BERNABE,MAMANI,MAMANI,,51.0
201102,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,HERMINIO,FLORES,MARTINEZ,M,39.0
201102,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,FRENTE REFORMISTA POPULAR,ALCALDE DISTRITAL,JAVIER FRANCISCO,LIPA,CRUZ,M,30.0
201103,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,MOVIMIENTO POR LA AUTONOMIA REGIONAL QUECHUA-AYMARA,ALCALDE DISTRITAL,LEONARDO,LIPA,ALVAREZ,M,673.0
201103,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,SERAPIO,SUCASAIRE,SUCASAIRE,M,552.0
201103,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,JOSE,GIL,MAMANI,M,426.0
201103,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,ACCION POPULAR,ALCALDE DISTRITAL,BENJAMIN,MAMANI,LIPE,M,308.0
201104,PUNO,SAN ANTONIO DE PUTINA,ANANEA,PODER DEMOCRATICO REGIONAL,ALCALDE DISTRITAL,CRISPIN,AMANQUI,RODRIGUEZ,M,568.0
201104,PUNO,SAN ANTONIO DE PUTINA,ANANEA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,SAMUEL,CHAMBI,SANCHEZ,M,316.0
201104,PUNO,SAN ANTONIO DE PUTINA,ANANEA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,SAMUEL,RAMOS,QUISPE,M,244.0
201104,PUNO,SAN ANTONIO DE PUTINA,ANANEA,UNION POR EL PERU,ALCALDE DISTRITAL,FRANCISCO,CHAMBI,MASCO,M,174.0
201104,PUNO,SAN ANTONIO DE PUTINA,ANANEA,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,PEDRO ARMENGOL,MAMANI,LAURA,M,124.0
201105,PUNO,SAN ANTONIO DE PUTINA,SINA,MOVIMIENTO ANDINO SOCIALISTA,ALCALDE DISTRITAL,MARCIAL,HUANCA,MAMANI,M,216.0
201105,PUNO,SAN ANTONIO DE PUTINA,SINA,UNION POR EL PERU,ALCALDE DISTRITAL,ROBER,VALDIVIA,TORO,M,150.0
201105,PUNO,SAN ANTONIO DE PUTINA,SINA,PARTIDO DEMOCRATICO SOMOS PERU,ALCALDE DISTRITAL,ROGELIO,VALDIVIA,MOLLINEDO,M,80.0
201105,PUNO,SAN ANTONIO DE PUTINA,SINA,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,GUIDO,MORENO,SARAVIA,M,69.0
201202,PUNO,EL COLLAO,PILCUYO,MOVIMIENTO POR LA AUTONOMIA REGIONAL QUECHUA-AYMARA,ALCALDE DISTRITAL,ISIDRO,LUPACA,TICONA,M,3040.0
201202,PUNO,EL COLLAO,PILCUYO,PARTIDO NACIONALISTA PERUANO,ALCALDE DISTRITAL,PATRICIO,HUANACUNI,CHINO,M,2566.0
201202,PUNO,EL COLLAO,PILCUYO,PARTIDO APRISTA PERUANO,ALCALDE DISTRITAL,GERMAN,ATENCIO,MACHACA,M,1741.0
201202,PUNO,EL COLLAO,PILCUYO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP,ALCALDE DISTRITAL,DAVID PATRICIO,QUILLE,GOMEZ,M,
